ano,inscricao_enem,nota_ch,nota_cn,nota_l,nota_m,nota_r,sigla_uf_campus
2022,211XXXXXX276,409.0,441.9,447.5,521.9,500.0,DF
2022,211XXXXXX704,438.8,399.4,406.7,514.8,500.0,DF
2022,211XXXXXX335,544.5,497.4,492.8,493.2,500.0,DF
2022,211XXXXXX335,544.5,497.4,492.8,493.2,500.0,DF
2022,211XXXXXX334,495.0,425.4,496.8,498.3,500.0,DF
2022,211XXXXXX704,438.8,399.4,406.7,514.8,500.0,DF
2022,211XXXXXX411,485.9,473.3,493.3,501.4,500.0,DF
2022,211XXXXXX489,559.5,464.2,567.0,496.2,500.0,DF
2022,211XXXXXX215,409.3,502.5,456.6,477.6,500.0,DF
2022,211XXXXXX901,603.3,579.3,539.2,641.5,500.0,DF
2022,211XXXXXX901,603.3,579.3,539.2,641.5,500.0,DF
2022,211XXXXXX384,497.1,398.9,430.8,398.7,500.0,DF
2022,211XXXXXX009,470.8,408.2,394.8,431.1,500.0,DF
2022,211XXXXXX908,596.2,533.4,573.1,458.9,500.0,DF
2022,211XXXXXX008,540.8,399.9,422.5,418.8,500.0,DF
2022,211XXXXXX008,540.8,399.9,422.5,418.8,500.0,DF
2022,211XXXXXX965,511.6,466.4,466.8,434.0,500.0,DF
2022,211XXXXXX965,511.6,466.4,466.8,434.0,500.0,DF
2022,211XXXXXX380,540.3,523.6,509.5,564.4,500.0,DF
2022,215XXXXXX736,432.9,446.8,449.7,538.2,500.0,DF
2022,211XXXXXX761,348.3,355.1,320.2,363.2,500.0,DF
2022,211XXXXXX020,491.4,455.2,460.3,563.5,500.0,DF
2022,215XXXXXX736,432.9,446.8,449.7,538.2,500.0,DF
2022,211XXXXXX410,475.8,516.5,475.9,441.8,500.0,DF
2022,215XXXXXX906,584.0,497.0,535.7,515.5,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX738,381.5,435.6,480.1,452.7,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX010,528.5,555.1,468.3,576.8,500.0,DF
2022,211XXXXXX010,528.5,555.1,468.3,576.8,500.0,DF
2022,211XXXXXX738,381.5,435.6,480.1,452.7,500.0,DF
2022,211XXXXXX426,407.2,417.7,420.9,508.2,500.0,DF
2022,211XXXXXX451,393.7,469.8,411.5,413.1,500.0,DF
2022,211XXXXXX219,548.2,416.0,439.2,618.5,500.0,DF
2022,211XXXXXX738,381.5,435.6,480.1,452.7,500.0,DF
2022,211XXXXXX426,407.2,417.7,420.9,508.2,500.0,DF
2022,211XXXXXX778,533.5,424.6,521.3,456.1,500.0,DF
2022,215XXXXXX906,584.0,497.0,535.7,515.5,500.0,DF
2022,211XXXXXX686,504.2,378.2,459.1,440.4,500.0,DF
2022,215XXXXXX906,584.0,497.0,535.7,515.5,500.0,DF
2022,211XXXXXX575,544.2,497.6,524.7,438.8,500.0,DF
2022,211XXXXXX975,348.6,401.2,330.0,410.2,500.0,DF
2022,211XXXXXX924,543.6,558.7,572.8,363.6,500.0,DF
2022,211XXXXXX854,434.4,398.7,413.1,490.2,500.0,DF
2022,211XXXXXX854,434.4,398.7,413.1,490.2,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX628,434.4,398.5,448.8,455.0,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX020,491.4,455.2,460.3,563.5,500.0,DF
2022,211XXXXXX020,491.4,455.2,460.3,563.5,500.0,DF
2022,211XXXXXX466,487.1,491.6,466.9,505.1,500.0,DF
2022,211XXXXXX587,439.5,355.5,439.9,516.7,500.0,DF
2022,211XXXXXX466,487.1,491.6,466.9,505.1,500.0,DF
2022,211XXXXXX305,578.1,479.6,464.4,440.7,500.0,DF
2022,211XXXXXX876,528.5,392.0,400.4,457.9,500.0,DF
2022,211XXXXXX876,528.5,392.0,400.4,457.9,500.0,DF
2022,211XXXXXX931,478.7,451.6,452.1,429.2,500.0,DF
2022,211XXXXXX810,515.4,518.5,532.3,438.3,500.0,DF
2022,211XXXXXX967,435.8,356.2,412.1,388.8,500.0,DF
2022,211XXXXXX761,348.3,355.1,320.2,363.2,500.0,DF
2022,211XXXXXX778,533.5,424.6,521.3,456.1,500.0,DF
2022,211XXXXXX761,348.3,355.1,320.2,363.2,500.0,DF
2022,211XXXXXX778,533.5,424.6,521.3,456.1,500.0,DF
2022,211XXXXXX810,515.4,518.5,532.3,438.3,500.0,DF
2022,211XXXXXX466,487.1,491.6,466.9,505.1,500.0,DF
2022,211XXXXXX783,606.5,398.5,518.8,480.4,500.0,DF
2022,215XXXXXX413,494.5,511.6,488.8,493.1,500.0,DF
2022,211XXXXXX677,526.0,489.5,580.8,609.6,500.0,DF
2022,211XXXXXX677,526.0,489.5,580.8,609.6,500.0,DF
2022,211XXXXXX006,428.6,455.9,483.8,435.1,500.0,DF
2022,211XXXXXX006,428.6,455.9,483.8,435.1,500.0,DF
2022,211XXXXXX677,526.0,489.5,580.8,609.6,500.0,DF
2022,211XXXXXX010,528.5,555.1,468.3,576.8,500.0,DF
2022,211XXXXXX392,502.2,443.7,446.6,416.4,500.0,DF
2022,211XXXXXX683,436.5,398.8,363.3,409.4,500.0,DF
2022,211XXXXXX466,487.1,491.6,466.9,505.1,500.0,DF
2022,211XXXXXX765,437.7,478.7,484.0,468.4,500.0,DF
2022,211XXXXXX665,426.4,367.7,455.6,395.7,500.0,DF
2022,211XXXXXX466,487.1,491.6,466.9,505.1,500.0,DF
2022,211XXXXXX778,562.7,426.1,483.2,473.7,500.0,DF
2022,211XXXXXX778,562.7,426.1,483.2,473.7,500.0,DF
2022,211XXXXXX451,393.7,469.8,411.5,413.1,500.0,DF
2022,211XXXXXX975,348.6,401.2,330.0,410.2,500.0,DF
2022,211XXXXXX665,426.4,367.7,455.6,395.7,500.0,DF
2022,211XXXXXX968,424.7,384.3,408.1,412.1,500.0,DF
2022,211XXXXXX683,436.5,398.8,363.3,409.4,500.0,DF
2022,211XXXXXX215,409.3,502.5,456.6,477.6,500.0,DF
2022,211XXXXXX901,405.8,482.8,499.0,535.7,500.0,DF
2022,211XXXXXX975,348.6,401.2,330.0,410.2,500.0,DF
2022,211XXXXXX975,348.6,401.2,330.0,410.2,500.0,DF
2022,211XXXXXX614,410.9,440.3,375.2,514.0,500.0,DF
2022,211XXXXXX215,409.3,502.5,456.6,477.6,500.0,DF
2022,211XXXXXX219,548.2,416.0,439.2,618.5,500.0,DF
2022,211XXXXXX244,459.9,448.4,428.3,429.1,500.0,DF
2022,211XXXXXX057,559.3,497.9,399.4,571.8,500.0,DF
2022,211XXXXXX009,470.8,408.2,394.8,431.1,500.0,DF
2022,211XXXXXX215,409.3,502.5,456.6,477.6,500.0,DF
2022,211XXXXXX426,407.2,417.7,420.9,508.2,500.0,DF
2022,211XXXXXX244,459.9,448.4,428.3,429.1,500.0,DF
2022,211XXXXXX144,491.4,448.8,473.6,427.5,500.0,DF
2022,211XXXXXX977,348.1,503.9,513.7,518.1,500.0,DF
2022,215XXXXXX736,432.9,446.8,449.7,538.2,500.0,DF
2022,211XXXXXX095,379.3,419.4,388.2,455.3,500.0,DF
2022,211XXXXXX977,348.1,503.9,513.7,518.1,500.0,DF
2022,211XXXXXX069,513.8,519.8,471.4,513.3,500.0,DF
2022,211XXXXXX432,513.4,526.7,474.6,440.3,500.0,DF
2022,211XXXXXX069,513.8,519.8,471.4,513.3,500.0,DF
2022,211XXXXXX093,529.4,490.8,419.5,382.3,500.0,DF
2022,211XXXXXX392,502.2,443.7,446.6,416.4,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX244,459.9,448.4,428.3,429.1,500.0,DF
2022,211XXXXXX231,445.2,399.5,416.3,408.4,500.0,DF
2022,211XXXXXX752,388.5,534.0,378.8,432.2,500.0,DF
2022,211XXXXXX752,388.5,534.0,378.8,432.2,500.0,DF
2022,211XXXXXX686,504.2,378.2,459.1,440.4,500.0,DF
2022,211XXXXXX967,422.0,444.4,536.8,444.3,500.0,DF
2022,211XXXXXX678,579.5,445.7,499.3,412.7,500.0,DF
2022,211XXXXXX967,435.8,356.2,412.1,388.8,500.0,DF
2022,211XXXXXX962,522.3,429.0,531.1,486.1,500.0,DF
2022,211XXXXXX123,394.2,450.8,436.5,445.3,500.0,DF
2022,211XXXXXX069,513.8,519.8,471.4,513.3,500.0,DF
2022,211XXXXXX876,528.5,392.0,400.4,457.9,500.0,DF
2022,211XXXXXX967,435.8,356.2,412.1,388.8,500.0,DF
2022,211XXXXXX207,345.6,432.1,443.4,525.8,500.0,DF
2022,211XXXXXX841,547.6,391.9,495.4,448.2,500.0,DF
2022,211XXXXXX088,582.8,460.4,518.4,550.7,500.0,DF
2022,211XXXXXX595,425.7,408.7,504.8,429.3,500.0,DF
2022,211XXXXXX929,506.0,562.5,439.3,413.3,500.0,DF
2022,211XXXXXX547,569.8,412.2,455.5,603.5,500.0,DF
2022,211XXXXXX553,382.9,433.8,415.2,493.8,500.0,DF
2022,215XXXXXX770,359.0,419.5,446.3,353.6,500.0,DF
2022,211XXXXXX011,421.5,450.1,377.0,513.0,500.0,DF
2022,211XXXXXX011,421.5,450.1,377.0,513.0,500.0,DF
2022,215XXXXXX770,359.0,419.5,446.3,353.6,500.0,DF
2022,211XXXXXX278,592.1,445.1,489.6,370.8,500.0,DF
2022,211XXXXXX606,472.2,452.0,511.0,390.1,500.0,DF
2022,211XXXXXX606,472.2,452.0,511.0,390.1,500.0,DF
2022,211XXXXXX523,540.4,418.0,407.5,417.1,500.0,DF
2022,211XXXXXX523,540.4,418.0,407.5,417.1,500.0,DF
2022,211XXXXXX523,540.4,418.0,407.5,417.1,500.0,DF
2022,211XXXXXX531,678.7,512.8,537.2,557.3,500.0,DF
2022,211XXXXXX902,597.5,479.4,513.4,469.2,500.0,DF
2022,211XXXXXX873,678.0,595.4,567.8,685.1,500.0,DF
2022,211XXXXXX615,681.2,488.8,514.7,423.3,500.0,DF
2022,211XXXXXX395,525.2,549.0,574.9,612.4,500.0,DF
2022,211XXXXXX826,590.9,524.2,521.3,400.3,500.0,DF
2022,211XXXXXX036,503.2,433.8,551.8,545.6,500.0,DF
2022,215XXXXXX408,544.7,574.4,575.4,547.2,500.0,DF
2022,211XXXXXX107,394.4,483.5,513.0,618.0,500.0,DF
2022,211XXXXXX727,649.5,616.6,587.4,607.5,500.0,DF
2022,211XXXXXX418,610.7,576.9,606.7,687.3,500.0,DF
2022,211XXXXXX361,589.6,540.8,583.0,456.0,500.0,DF
2022,211XXXXXX852,566.1,572.9,488.1,421.2,500.0,DF
2022,211XXXXXX530,564.8,540.7,523.4,398.9,500.0,DF
2022,211XXXXXX333,564.7,502.1,532.9,519.4,500.0,DF
2022,211XXXXXX950,611.9,499.2,549.2,435.9,500.0,DF
2022,211XXXXXX494,656.4,568.7,501.7,520.0,500.0,DF
2022,211XXXXXX299,568.9,529.6,528.8,548.8,500.0,DF
2022,211XXXXXX950,611.9,499.2,549.2,435.9,500.0,DF
2022,211XXXXXX243,513.5,525.6,568.2,553.3,500.0,DF
2022,211XXXXXX202,505.7,494.3,529.6,659.4,500.0,DF
2022,211XXXXXX852,566.1,572.9,488.1,421.2,500.0,DF
2022,211XXXXXX213,555.5,565.7,576.1,599.5,500.0,DF
2022,211XXXXXX955,660.0,516.4,565.0,433.2,500.0,DF
2022,211XXXXXX943,446.4,532.3,499.3,522.5,500.0,DF
2022,211XXXXXX955,660.0,516.4,565.0,433.2,500.0,DF
2022,211XXXXXX943,446.4,532.3,499.3,522.5,500.0,DF
2022,211XXXXXX531,678.7,512.8,537.2,557.3,500.0,DF
2022,211XXXXXX213,555.5,565.7,576.1,599.5,500.0,DF
2022,215XXXXXX169,576.7,506.7,533.9,396.8,500.0,DF
2022,211XXXXXX333,564.7,502.1,532.9,519.4,500.0,DF
2022,211XXXXXX968,533.7,518.0,474.7,526.3,500.0,DF
2022,211XXXXXX530,564.8,540.7,523.4,398.9,500.0,DF
2022,211XXXXXX968,533.7,518.0,474.7,526.3,500.0,DF
2022,211XXXXXX243,513.5,525.6,568.2,553.3,500.0,DF
2022,215XXXXXX688,606.9,562.9,598.7,721.6,500.0,DF
2022,211XXXXXX587,589.7,571.8,571.3,549.2,500.0,DF
2022,211XXXXXX841,556.3,515.9,521.0,429.8,500.0,DF
2022,211XXXXXX371,479.1,545.0,538.4,452.9,500.0,DF
2022,211XXXXXX371,479.1,545.0,538.4,452.9,500.0,DF
2022,211XXXXXX040,610.4,549.8,592.4,493.7,500.0,DF
2022,211XXXXXX153,558.5,492.2,537.0,501.1,500.0,DF
2022,211XXXXXX539,466.3,521.8,511.8,672.6,500.0,DF
2022,211XXXXXX826,590.9,524.2,521.3,400.3,500.0,DF
2022,211XXXXXX282,564.0,479.6,557.9,622.1,500.0,DF
2022,215XXXXXX663,591.8,491.2,539.5,447.7,500.0,DF
2022,211XXXXXX902,597.5,479.4,513.4,469.2,500.0,DF
2022,211XXXXXX667,517.7,510.0,563.5,606.0,500.0,DF
2022,215XXXXXX688,606.9,562.9,598.7,721.6,500.0,DF
2022,211XXXXXX153,558.5,492.2,537.0,501.1,500.0,DF
2022,211XXXXXX107,394.4,483.5,513.0,618.0,500.0,DF
2022,211XXXXXX317,502.7,500.5,536.7,543.1,500.0,DF
2022,211XXXXXX107,394.4,483.5,513.0,618.0,500.0,DF
2022,211XXXXXX433,490.9,476.1,576.4,504.4,500.0,DF
2022,211XXXXXX841,556.3,515.9,521.0,429.8,500.0,DF
2022,211XXXXXX728,545.2,506.7,532.1,435.8,500.0,DF
2022,211XXXXXX728,545.2,506.7,532.1,435.8,500.0,DF
2022,211XXXXXX433,490.9,476.1,576.4,504.4,500.0,DF
2022,211XXXXXX530,564.8,540.7,523.4,398.9,500.0,DF
2022,211XXXXXX558,558.8,496.8,561.1,390.1,500.0,DF
2022,211XXXXXX649,585.9,472.5,548.3,409.0,500.0,DF
2022,211XXXXXX530,464.3,565.0,533.7,492.1,500.0,DF
2022,211XXXXXX902,597.5,479.4,513.4,469.2,500.0,DF
2022,211XXXXXX539,466.3,521.8,511.8,672.6,500.0,DF
2022,211XXXXXX727,571.0,502.1,562.9,476.2,500.0,DF
2022,211XXXXXX457,601.5,541.3,580.2,597.9,500.0,DF
2022,211XXXXXX667,517.7,510.0,563.5,606.0,500.0,DF
2022,211XXXXXX040,610.4,549.8,592.4,493.7,500.0,DF
2022,211XXXXXX555,541.4,459.7,481.6,541.3,500.0,DF
2022,211XXXXXX826,590.9,524.2,521.3,400.3,500.0,DF
2022,211XXXXXX957,594.1,529.9,550.4,574.4,500.0,DF
2022,211XXXXXX530,464.3,565.0,533.7,492.1,500.0,DF
2022,211XXXXXX298,374.9,395.8,434.3,393.2,500.0,DF
2022,211XXXXXX107,386.2,469.9,419.6,473.0,500.0,DF
2022,211XXXXXX587,589.7,571.8,571.3,549.2,500.0,DF
2022,211XXXXXX587,589.7,571.8,571.3,549.2,500.0,DF
2022,211XXXXXX985,465.7,507.0,434.7,439.5,500.0,DF
2022,215XXXXXX425,427.2,389.8,446.1,369.8,500.0,DF
2022,211XXXXXX457,601.5,541.3,580.2,597.9,500.0,DF
2022,211XXXXXX136,458.7,493.1,486.2,543.5,500.0,DF
2022,211XXXXXX985,465.7,507.0,434.7,439.5,500.0,DF
2022,211XXXXXX480,426.3,460.8,367.2,395.5,500.0,DF
2022,211XXXXXX298,374.9,395.8,434.3,393.2,500.0,DF
2022,215XXXXXX425,427.2,389.8,446.1,369.8,500.0,DF
2022,211XXXXXX457,601.5,541.3,580.2,597.9,500.0,DF
2022,202XXXXXX635,600.3,550.7,546.5,568.2,500.0,DF
2022,211XXXXXX294,391.4,340.8,413.0,520.2,500.0,DF
2022,211XXXXXX751,561.6,541.0,529.6,529.3,500.0,DF
2022,211XXXXXX186,669.4,586.0,627.1,541.8,500.0,DF
2022,211XXXXXX923,396.3,410.1,326.1,414.9,500.0,DF
2022,211XXXXXX155,479.6,425.5,392.7,447.7,500.0,DF
2022,211XXXXXX294,391.4,340.8,413.0,520.2,500.0,DF
2022,211XXXXXX168,547.0,474.8,519.2,510.5,500.0,DF
2022,211XXXXXX751,561.6,541.0,529.6,529.3,500.0,DF
2022,211XXXXXX582,513.6,455.5,452.0,463.6,500.0,DF
2022,211XXXXXX681,570.2,555.8,591.3,480.5,500.0,DF
2022,211XXXXXX681,570.2,555.8,591.3,480.5,500.0,DF
2022,211XXXXXX112,583.9,553.1,550.9,502.3,500.0,DF
2022,215XXXXXX425,427.2,389.8,446.1,369.8,500.0,DF
2022,211XXXXXX480,426.3,460.8,367.2,395.5,500.0,DF
2022,211XXXXXX490,629.5,451.4,493.6,436.3,500.0,DF
2022,211XXXXXX957,594.1,529.9,550.4,574.4,500.0,DF
2022,211XXXXXX490,629.5,451.4,493.6,436.3,500.0,DF
2022,211XXXXXX589,393.3,346.1,497.9,399.9,500.0,DF
2022,211XXXXXX957,594.1,529.9,550.4,574.4,500.0,DF
2022,202XXXXXX635,600.3,550.7,546.5,568.2,500.0,DF
2022,211XXXXXX578,587.2,465.3,533.3,376.2,500.0,DF
2022,211XXXXXX587,411.2,428.4,422.6,481.3,500.0,DF
2022,211XXXXXX578,587.2,465.3,533.3,376.2,500.0,DF
2022,211XXXXXX365,509.1,473.5,443.6,620.5,500.0,DF
2022,211XXXXXX737,538.6,410.7,521.8,477.9,500.0,DF
2022,211XXXXXX780,509.3,432.5,469.8,587.5,500.0,DF
2022,215XXXXXX698,653.5,606.3,576.4,606.8,500.0,DF
2022,211XXXXXX181,537.2,360.9,508.9,594.5,500.0,DF
2022,211XXXXXX564,435.7,374.5,518.0,461.8,500.0,DF
2022,211XXXXXX564,435.7,374.5,518.0,461.8,500.0,DF
2022,211XXXXXX618,412.3,467.5,500.8,409.2,500.0,DF
2022,211XXXXXX721,399.5,489.0,430.0,493.0,500.0,DF
2022,211XXXXXX297,637.0,524.8,573.0,495.3,500.0,DF
2022,211XXXXXX431,477.2,430.5,399.4,545.5,500.0,DF
2022,211XXXXXX136,458.7,493.1,486.2,543.5,500.0,DF
2022,211XXXXXX181,537.2,360.9,508.9,594.5,500.0,DF
2022,211XXXXXX510,410.7,457.0,417.3,553.3,500.0,DF
2022,211XXXXXX469,576.1,523.3,577.5,489.5,500.0,DF
2022,211XXXXXX181,537.2,360.9,508.9,594.5,500.0,DF
2022,211XXXXXX510,410.7,457.0,417.3,553.3,500.0,DF
2022,211XXXXXX518,377.1,477.1,494.0,620.7,500.0,DF
2022,211XXXXXX287,586.6,437.9,514.1,586.0,500.0,DF
2022,211XXXXXX168,547.0,474.8,519.2,510.5,500.0,DF
2022,211XXXXXX526,397.5,470.0,417.2,526.3,500.0,DF
2022,211XXXXXX835,365.6,448.3,418.5,504.6,500.0,DF
2022,211XXXXXX985,465.7,507.0,434.7,439.5,500.0,DF
2022,211XXXXXX223,405.4,434.2,469.8,456.6,500.0,DF
2022,211XXXXXX146,451.3,562.5,555.2,549.0,500.0,DF
2022,211XXXXXX780,509.3,432.5,469.8,587.5,500.0,DF
2022,211XXXXXX846,427.6,558.8,550.3,598.2,500.0,DF
2022,211XXXXXX922,404.3,394.4,458.8,354.4,500.0,DF
2022,211XXXXXX262,518.7,452.9,515.1,435.5,500.0,DF
2022,211XXXXXX835,365.6,448.3,418.5,504.6,500.0,DF
2022,211XXXXXX526,397.5,470.0,417.2,526.3,500.0,DF
2022,211XXXXXX885,484.2,485.9,468.0,440.8,500.0,DF
2022,211XXXXXX361,351.3,436.7,532.2,425.0,500.0,DF
2022,211XXXXXX073,463.7,441.7,520.2,509.3,500.0,DF
2022,211XXXXXX885,484.2,485.9,468.0,440.8,500.0,DF
2022,211XXXXXX300,479.8,472.3,489.1,564.3,500.0,DF
2022,211XXXXXX802,539.8,535.5,540.8,633.9,500.0,DF
2022,211XXXXXX802,539.8,535.5,540.8,633.9,500.0,DF
2022,211XXXXXX311,508.3,373.9,491.3,465.4,500.0,DF
2022,211XXXXXX841,556.3,515.9,521.0,429.8,500.0,DF
2022,211XXXXXX449,416.4,513.1,476.9,410.1,500.0,DF
2022,211XXXXXX449,416.4,513.1,476.9,410.1,500.0,DF
2022,211XXXXXX786,673.6,650.5,627.1,722.4,500.0,DF
2022,211XXXXXX089,578.5,407.6,541.9,408.4,500.0,DF
2022,211XXXXXX884,427.2,361.3,443.7,504.0,500.0,DF
2022,215XXXXXX525,535.2,497.8,500.7,404.0,500.0,DF
2022,215XXXXXX525,535.2,497.8,500.7,404.0,500.0,DF
2022,211XXXXXX151,641.0,693.8,584.5,606.9,500.0,DF
2022,211XXXXXX865,694.7,689.4,592.4,714.6,500.0,DF
2022,211XXXXXX802,539.8,535.5,540.8,633.9,500.0,DF
2022,211XXXXXX089,578.5,407.6,541.9,408.4,500.0,DF
2022,211XXXXXX884,427.2,361.3,443.7,504.0,500.0,DF
2022,211XXXXXX865,694.7,689.4,592.4,714.6,500.0,DF
2022,211XXXXXX864,570.7,599.1,557.4,701.0,500.0,DF
2022,211XXXXXX650,689.8,643.7,632.9,774.8,500.0,DF
2022,215XXXXXX139,552.2,514.8,558.9,565.4,500.0,DF
2022,211XXXXXX864,570.7,599.1,557.4,701.0,500.0,DF
2022,211XXXXXX512,646.2,567.6,560.6,581.1,500.0,DF
2022,211XXXXXX582,513.6,455.5,452.0,463.6,500.0,DF
2022,211XXXXXX167,482.6,473.9,485.5,476.3,500.0,DF
2022,215XXXXXX139,552.2,514.8,558.9,565.4,500.0,DF
2022,211XXXXXX363,498.3,568.5,530.8,562.8,500.0,DF
2022,211XXXXXX650,689.8,643.7,632.9,774.8,500.0,DF
2022,215XXXXXX897,559.8,581.3,466.3,449.9,500.0,DF
2022,215XXXXXX926,566.5,512.3,506.9,394.3,500.0,DF
2022,215XXXXXX897,559.8,581.3,466.3,449.9,500.0,DF
2022,211XXXXXX469,576.1,523.3,577.5,489.5,500.0,DF
2022,211XXXXXX297,637.0,524.8,573.0,495.3,500.0,DF
2022,211XXXXXX469,576.1,523.3,577.5,489.5,500.0,DF
2022,211XXXXXX490,629.5,451.4,493.6,436.3,500.0,DF
2022,215XXXXXX897,559.8,581.3,466.3,449.9,500.0,DF
2022,211XXXXXX564,435.7,374.5,518.0,461.8,500.0,DF
2022,211XXXXXX681,581.2,458.0,552.8,578.6,500.0,DF
2022,211XXXXXX391,519.9,480.0,503.4,459.7,500.0,DF
2022,211XXXXXX757,568.0,558.6,533.5,677.4,500.0,DF
2022,211XXXXXX757,568.0,558.6,533.5,677.4,500.0,DF
2022,211XXXXXX835,365.6,448.3,418.5,504.6,500.0,DF
2022,211XXXXXX016,568.7,447.0,483.0,380.6,500.0,DF
2022,211XXXXXX681,581.2,458.0,552.8,578.6,500.0,DF
2022,211XXXXXX168,547.0,474.8,519.2,510.5,500.0,DF
2022,215XXXXXX256,521.3,518.0,483.6,485.0,500.0,DF
2022,211XXXXXX681,581.2,458.0,552.8,578.6,500.0,DF
2022,211XXXXXX180,461.2,491.0,498.5,588.5,500.0,DF
2022,211XXXXXX016,568.7,447.0,483.0,380.6,500.0,DF
2022,211XXXXXX180,461.2,491.0,498.5,588.5,500.0,DF
2022,215XXXXXX256,521.3,518.0,483.6,485.0,500.0,DF
2022,211XXXXXX168,547.0,474.8,519.2,510.5,500.0,DF
2022,211XXXXXX040,610.4,549.8,592.4,493.7,500.0,DF
2022,211XXXXXX681,570.2,555.8,591.3,480.5,500.0,DF
2022,211XXXXXX563,517.7,511.6,482.0,517.0,500.0,DF
2022,211XXXXXX846,427.6,558.8,550.3,598.2,500.0,DF
2022,215XXXXXX897,462.5,513.0,510.3,439.0,500.0,DF
2022,211XXXXXX544,461.7,437.3,455.0,452.0,500.0,DF
2022,211XXXXXX294,391.4,340.8,413.0,520.2,500.0,DF
2022,211XXXXXX780,509.3,432.5,469.8,587.5,500.0,DF
2022,211XXXXXX780,509.3,432.5,469.8,587.5,500.0,DF
2022,211XXXXXX890,585.8,568.0,509.1,357.2,500.0,DF
2022,211XXXXXX544,461.7,437.3,455.0,452.0,500.0,DF
2022,211XXXXXX394,504.0,372.7,389.4,423.2,500.0,DF
2022,211XXXXXX587,411.2,428.4,422.6,481.3,500.0,DF
2022,211XXXXXX016,568.7,447.0,483.0,380.6,500.0,DF
2022,215XXXXXX525,535.2,497.8,500.7,404.0,500.0,DF
2022,211XXXXXX987,456.7,454.1,384.2,393.0,500.0,DF
2022,211XXXXXX780,509.3,432.5,469.8,587.5,500.0,DF
2022,211XXXXXX431,477.2,430.5,399.4,545.5,500.0,DF
2022,211XXXXXX884,427.2,361.3,443.7,504.0,500.0,DF
2022,211XXXXXX089,578.5,407.6,541.9,408.4,500.0,DF
2022,211XXXXXX923,396.3,410.1,326.1,414.9,500.0,DF
2022,211XXXXXX337,566.0,508.0,471.5,522.2,500.0,DF
2022,211XXXXXX841,556.3,515.9,521.0,429.8,500.0,DF
2022,211XXXXXX579,586.6,462.1,460.6,374.5,500.0,DF
2022,211XXXXXX168,547.0,474.8,519.2,510.5,500.0,DF
2022,211XXXXXX923,396.3,410.1,326.1,414.9,500.0,DF
2022,211XXXXXX337,566.0,508.0,471.5,522.2,500.0,DF
2022,211XXXXXX186,669.4,586.0,627.1,541.8,500.0,DF
2022,211XXXXXX361,351.3,436.7,532.2,425.0,500.0,DF
2022,211XXXXXX731,604.9,568.1,555.7,733.5,500.0,DF
2022,211XXXXXX563,517.7,511.6,482.0,517.0,500.0,DF
2022,211XXXXXX600,502.0,461.2,485.4,572.0,500.0,DF
2022,211XXXXXX563,517.7,511.6,482.0,517.0,500.0,DF
2022,211XXXXXX337,566.0,508.0,471.5,522.2,500.0,DF
2022,211XXXXXX731,604.9,568.1,555.7,733.5,500.0,DF
2022,211XXXXXX361,351.3,436.7,532.2,425.0,500.0,DF
2022,211XXXXXX282,469.3,354.6,453.1,430.2,500.0,DF
2022,211XXXXXX987,456.7,454.1,384.2,393.0,500.0,DF
2022,211XXXXXX107,386.2,469.9,419.6,473.0,500.0,DF
2022,211XXXXXX962,582.8,533.7,522.4,538.9,500.0,DF
2022,211XXXXXX317,502.7,500.5,536.7,543.1,500.0,DF
2022,211XXXXXX107,386.2,469.9,419.6,473.0,500.0,DF
2022,211XXXXXX655,438.5,458.3,521.3,675.1,500.0,DF
2022,215XXXXXX698,653.5,606.3,576.4,606.8,500.0,DF
2022,211XXXXXX582,513.6,455.5,452.0,463.6,500.0,DF
2022,211XXXXXX852,672.7,645.1,580.0,719.0,500.0,DF
2022,211XXXXXX786,673.6,650.5,627.1,722.4,500.0,DF
2022,215XXXXXX698,653.5,606.3,576.4,606.8,500.0,DF
2022,211XXXXXX973,456.3,581.2,560.4,648.6,500.0,DF
2022,211XXXXXX582,513.6,455.5,452.0,463.6,500.0,DF
2022,211XXXXXX337,566.0,508.0,471.5,522.2,500.0,DF
2022,211XXXXXX300,479.8,472.3,489.1,564.3,500.0,DF
2022,211XXXXXX582,513.6,455.5,452.0,463.6,500.0,DF
2022,211XXXXXX650,689.8,643.7,632.9,774.8,500.0,DF
2022,211XXXXXX680,518.8,432.6,446.1,527.4,500.0,DF
2022,211XXXXXX298,374.9,395.8,434.3,393.2,500.0,DF
2022,211XXXXXX845,530.4,575.1,459.7,575.8,500.0,DF
2022,211XXXXXX822,602.9,562.7,625.4,692.5,500.0,DF
2022,211XXXXXX626,607.5,598.7,580.5,606.4,500.0,DF
2022,211XXXXXX162,561.3,578.3,523.7,624.5,500.0,DF
2022,211XXXXXX516,531.2,375.4,445.6,463.3,500.0,DF
2022,211XXXXXX680,518.8,432.6,446.1,527.4,500.0,DF
