ano,inscricao_enem,nota_ch,nota_cn,nota_l,nota_m,nota_r,sigla_uf_campus
2022,211XXXXXX969,486.8,428.9,426.7,441.6,600.0,DF
2022,211XXXXXX351,450.9,480.1,530.8,492.7,600.0,DF
2022,211XXXXXX580,580.7,378.4,557.7,564.8,600.0,DF
2022,211XXXXXX218,457.7,435.1,510.8,439.8,600.0,DF
2022,211XXXXXX837,479.3,403.7,460.5,435.7,600.0,DF
2022,211XXXXXX834,607.4,493.5,561.1,533.7,600.0,DF
2022,215XXXXXX120,461.6,464.8,471.6,354.1,600.0,DF
2022,211XXXXXX140,571.4,594.7,559.8,611.5,600.0,DF
2022,211XXXXXX580,580.7,378.4,557.7,564.8,600.0,DF
2022,211XXXXXX176,677.3,495.8,654.9,491.6,600.0,DF
2022,211XXXXXX296,466.2,475.5,573.6,423.6,600.0,DF
2022,211XXXXXX158,591.5,438.4,541.0,559.4,600.0,DF
2022,202XXXXXX642,496.8,502.7,532.8,409.0,600.0,DF
2022,211XXXXXX794,463.2,467.6,533.9,642.9,600.0,DF
2022,211XXXXXX098,602.9,548.4,521.8,510.3,600.0,DF
2022,211XXXXXX003,422.8,382.7,477.7,395.8,600.0,DF
2022,215XXXXXX185,485.8,477.5,505.1,479.9,600.0,DF
2022,211XXXXXX912,475.2,430.1,511.0,481.4,600.0,DF
2022,211XXXXXX771,521.9,351.9,445.1,490.4,600.0,DF
2022,211XXXXXX291,407.3,423.2,464.4,450.0,600.0,DF
2022,211XXXXXX536,412.0,525.7,490.6,500.8,600.0,DF
2022,211XXXXXX341,467.6,393.4,473.4,464.9,600.0,DF
2022,211XXXXXX515,605.1,547.1,509.9,430.3,600.0,DF
2022,211XXXXXX749,521.8,494.1,505.5,505.7,600.0,DF
2022,211XXXXXX644,613.1,568.2,524.4,626.2,600.0,DF
2022,211XXXXXX644,613.1,568.2,524.4,626.2,600.0,DF
2022,211XXXXXX195,447.9,419.8,527.7,506.2,600.0,DF
2022,211XXXXXX195,447.9,419.8,527.7,506.2,600.0,DF
2022,211XXXXXX749,521.8,494.1,505.5,505.7,600.0,DF
2022,211XXXXXX220,444.0,487.3,476.5,548.4,600.0,DF
2022,211XXXXXX788,600.8,601.6,570.4,614.7,600.0,DF
2022,211XXXXXX515,605.1,547.1,509.9,430.3,600.0,DF
2022,211XXXXXX490,520.0,544.4,487.7,560.2,600.0,DF
2022,211XXXXXX600,397.8,400.6,437.7,535.0,600.0,DF
2022,211XXXXXX688,587.9,549.4,488.8,669.9,600.0,DF
2022,211XXXXXX559,575.1,561.2,525.9,551.4,600.0,DF
2022,211XXXXXX420,430.7,386.7,486.4,465.6,600.0,DF
2022,211XXXXXX214,415.3,446.3,431.3,398.9,600.0,DF
2022,211XXXXXX543,498.9,489.8,474.4,575.1,600.0,DF
2022,211XXXXXX216,464.3,511.4,518.5,599.6,600.0,DF
2022,211XXXXXX543,498.9,489.8,474.4,575.1,600.0,DF
2022,211XXXXXX316,562.5,415.5,507.4,487.1,600.0,DF
2022,211XXXXXX845,645.4,652.3,577.2,663.0,600.0,DF
2022,211XXXXXX452,590.3,516.6,588.5,440.3,600.0,DF
2022,211XXXXXX640,415.8,482.1,428.9,374.9,600.0,DF
2022,211XXXXXX530,507.2,502.8,520.2,373.3,600.0,DF
2022,211XXXXXX830,549.2,411.0,561.2,457.7,600.0,DF
2022,211XXXXXX591,572.3,513.2,572.2,525.8,600.0,DF
2022,211XXXXXX646,405.8,444.9,388.3,501.6,600.0,DF
2022,215XXXXXX457,583.0,602.7,566.1,560.6,600.0,DF
2022,211XXXXXX559,575.1,561.2,525.9,551.4,600.0,DF
2022,211XXXXXX216,464.3,511.4,518.5,599.6,600.0,DF
2022,211XXXXXX575,445.8,413.5,430.1,395.4,600.0,DF
2022,211XXXXXX403,565.4,402.2,511.3,418.7,600.0,DF
2022,211XXXXXX306,580.9,584.5,461.5,630.7,600.0,DF
2022,211XXXXXX747,524.1,367.3,493.3,396.1,600.0,DF
2022,211XXXXXX034,475.1,461.4,492.4,364.5,600.0,DF
2022,211XXXXXX700,487.3,528.0,574.7,545.0,600.0,DF
2022,211XXXXXX195,447.9,419.8,527.7,506.2,600.0,DF
2022,211XXXXXX122,566.5,430.3,518.4,502.6,600.0,DF
2022,211XXXXXX717,466.5,411.1,456.1,391.8,600.0,DF
2022,211XXXXXX659,520.6,470.9,540.8,473.8,600.0,DF
2022,215XXXXXX141,676.2,640.3,570.4,762.1,600.0,DF
2022,211XXXXXX152,414.0,416.0,496.9,448.9,600.0,DF
2022,211XXXXXX325,345.0,371.5,526.5,507.6,600.0,DF
2022,215XXXXXX179,539.2,508.7,640.4,505.8,600.0,DF
2022,211XXXXXX325,345.0,371.5,526.5,507.6,600.0,DF
2022,215XXXXXX878,395.6,479.1,536.5,623.5,600.0,DF
2022,211XXXXXX549,542.3,540.3,564.9,497.9,600.0,DF
2022,215XXXXXX179,539.2,508.7,640.4,505.8,600.0,DF
2022,211XXXXXX575,445.8,413.5,430.1,395.4,600.0,DF
2022,211XXXXXX977,395.4,462.6,458.7,516.2,600.0,DF
2022,211XXXXXX752,402.7,394.5,487.8,550.6,600.0,DF
2022,211XXXXXX827,360.3,468.3,455.5,457.9,600.0,DF
2022,211XXXXXX345,599.6,587.1,623.4,655.8,600.0,DF
2022,211XXXXXX152,414.0,416.0,496.9,448.9,600.0,DF
2022,211XXXXXX745,470.4,522.6,493.2,377.8,600.0,DF
2022,211XXXXXX983,530.8,447.0,496.1,460.7,600.0,DF
2022,211XXXXXX700,487.3,528.0,574.7,545.0,600.0,DF
2022,211XXXXXX827,514.2,477.4,473.2,423.3,600.0,DF
2022,211XXXXXX100,611.5,513.0,583.1,570.0,600.0,DF
2022,211XXXXXX544,466.3,422.5,407.3,471.3,600.0,DF
2022,211XXXXXX831,529.5,480.9,568.0,600.1,600.0,DF
2022,211XXXXXX345,599.6,587.1,623.4,655.8,600.0,DF
2022,211XXXXXX248,512.8,379.3,562.7,563.0,600.0,DF
2022,211XXXXXX248,512.8,379.3,562.7,563.0,600.0,DF
2022,211XXXXXX280,508.8,504.6,456.2,433.3,600.0,DF
2022,211XXXXXX745,470.4,522.6,493.2,377.8,600.0,DF
2022,211XXXXXX100,611.5,513.0,583.1,570.0,600.0,DF
2022,211XXXXXX761,701.7,510.4,587.4,498.5,600.0,DF
2022,211XXXXXX337,437.8,510.8,507.3,461.9,600.0,DF
2022,211XXXXXX717,466.5,411.1,456.1,391.8,600.0,DF
2022,211XXXXXX831,529.5,480.9,568.0,600.1,600.0,DF
2022,211XXXXXX212,656.0,616.8,602.0,431.1,600.0,DF
2022,211XXXXXX864,504.9,475.8,538.1,405.9,600.0,DF
2022,211XXXXXX738,469.3,550.3,527.6,468.5,600.0,DF
2022,211XXXXXX969,486.8,428.9,426.7,441.6,600.0,DF
2022,211XXXXXX670,550.2,455.8,505.9,428.4,600.0,DF
2022,211XXXXXX761,701.7,510.4,587.4,498.5,600.0,DF
2022,211XXXXXX026,674.6,603.4,599.8,652.9,600.0,DF
2022,211XXXXXX580,580.7,378.4,557.7,564.8,600.0,DF
2022,211XXXXXX120,709.1,632.9,633.7,686.5,600.0,DF
2022,211XXXXXX916,586.2,409.7,464.5,514.2,600.0,DF
2022,211XXXXXX716,554.4,526.9,522.9,620.9,600.0,DF
2022,211XXXXXX646,405.8,444.9,388.3,501.6,600.0,DF
2022,211XXXXXX345,599.6,587.1,623.4,655.8,600.0,DF
2022,211XXXXXX909,567.8,493.2,524.4,527.5,600.0,DF
2022,211XXXXXX969,486.8,428.9,426.7,441.6,600.0,DF
2022,211XXXXXX009,578.1,470.5,575.6,600.8,600.0,DF
2022,211XXXXXX738,469.3,550.3,527.6,468.5,600.0,DF
2022,211XXXXXX670,550.2,455.8,505.9,428.4,600.0,DF
2022,211XXXXXX916,586.2,409.7,464.5,514.2,600.0,DF
2022,211XXXXXX445,616.4,498.3,543.8,637.9,600.0,DF
2022,211XXXXXX212,656.0,616.8,602.0,431.1,600.0,DF
2022,211XXXXXX372,486.4,406.3,478.9,491.2,600.0,DF
2022,211XXXXXX831,529.5,480.9,568.0,600.1,600.0,DF
2022,211XXXXXX761,701.7,510.4,587.4,498.5,600.0,DF
2022,211XXXXXX208,515.7,508.6,518.2,485.0,600.0,DF
2022,211XXXXXX540,605.5,590.3,628.4,741.1,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,211XXXXXX811,578.6,519.5,570.9,630.6,600.0,DF
2022,211XXXXXX218,457.7,435.1,510.8,439.8,600.0,DF
2022,211XXXXXX523,375.1,463.2,486.8,440.7,600.0,DF
2022,211XXXXXX974,601.6,586.6,546.4,529.3,600.0,DF
2022,211XXXXXX523,375.1,463.2,486.8,440.7,600.0,DF
2022,211XXXXXX056,690.2,572.0,643.8,685.4,600.0,DF
2022,211XXXXXX811,578.6,519.5,570.9,630.6,600.0,DF
2022,211XXXXXX745,470.4,522.6,493.2,377.8,600.0,DF
2022,211XXXXXX549,542.3,540.3,564.9,497.9,600.0,DF
2022,211XXXXXX208,515.7,508.6,518.2,485.0,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,211XXXXXX821,521.3,464.6,491.7,464.5,600.0,DF
2022,211XXXXXX712,555.1,499.5,541.0,540.0,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,211XXXXXX105,546.7,438.1,565.8,496.6,600.0,DF
2022,211XXXXXX549,542.3,540.3,564.9,497.9,600.0,DF
2022,211XXXXXX087,501.0,459.0,488.3,636.2,600.0,DF
2022,211XXXXXX026,664.7,557.0,673.0,457.6,600.0,DF
2022,211XXXXXX468,532.3,530.6,547.8,355.2,600.0,DF
2022,211XXXXXX220,444.0,487.3,476.5,548.4,600.0,DF
2022,211XXXXXX087,501.0,459.0,488.3,636.2,600.0,DF
2022,211XXXXXX600,397.8,400.6,437.7,535.0,600.0,DF
2022,211XXXXXX845,532.7,388.4,508.6,442.4,600.0,DF
2022,211XXXXXX549,542.3,540.3,564.9,497.9,600.0,DF
2022,211XXXXXX892,394.3,462.2,484.4,532.0,600.0,DF
2022,211XXXXXX892,394.3,462.2,484.4,532.0,600.0,DF
2022,211XXXXXX413,516.3,479.1,482.0,560.3,600.0,DF
2022,211XXXXXX220,444.0,487.3,476.5,548.4,600.0,DF
2022,211XXXXXX105,546.7,438.1,565.8,496.6,600.0,DF
2022,211XXXXXX570,609.9,535.5,608.9,636.2,600.0,DF
2022,211XXXXXX540,605.5,590.3,628.4,741.1,600.0,DF
2022,211XXXXXX821,521.3,464.6,491.7,464.5,600.0,DF
2022,211XXXXXX026,664.7,557.0,673.0,457.6,600.0,DF
2022,211XXXXXX263,566.5,433.8,519.7,596.6,600.0,DF
2022,211XXXXXX214,415.3,446.3,431.3,398.9,600.0,DF
2022,211XXXXXX849,490.2,378.0,541.6,421.9,600.0,DF
2022,211XXXXXX963,578.0,458.4,477.1,603.7,600.0,DF
2022,211XXXXXX249,635.3,544.2,606.5,463.6,600.0,DF
2022,215XXXXXX101,526.5,532.4,535.6,496.3,600.0,DF
2022,211XXXXXX515,605.1,547.1,509.9,430.3,600.0,DF
2022,211XXXXXX842,584.9,508.7,406.2,475.6,600.0,DF
2022,211XXXXXX195,447.9,419.8,527.7,506.2,600.0,DF
2022,211XXXXXX902,560.8,460.3,525.7,437.0,600.0,DF
2022,211XXXXXX716,554.4,526.9,522.9,620.9,600.0,DF
2022,211XXXXXX249,635.3,544.2,606.5,463.6,600.0,DF
2022,211XXXXXX849,490.2,378.0,541.6,421.9,600.0,DF
2022,211XXXXXX263,566.5,433.8,519.7,596.6,600.0,DF
2022,211XXXXXX963,578.0,458.4,477.1,603.7,600.0,DF
2022,211XXXXXX831,529.5,480.9,568.0,600.1,600.0,DF
2022,211XXXXXX216,464.3,511.4,518.5,599.6,600.0,DF
2022,211XXXXXX313,533.8,516.2,499.3,641.3,600.0,DF
2022,211XXXXXX574,510.1,437.2,430.2,444.0,600.0,DF
2022,211XXXXXX372,465.8,526.2,395.0,527.9,600.0,DF
2022,211XXXXXX544,466.3,422.5,407.3,471.3,600.0,DF
2022,211XXXXXX902,623.4,530.4,552.5,532.9,600.0,DF
2022,211XXXXXX356,603.7,402.5,530.8,498.4,600.0,DF
2022,211XXXXXX188,559.3,430.0,455.5,499.0,600.0,DF
2022,211XXXXXX372,465.8,526.2,395.0,527.9,600.0,DF
2022,211XXXXXX188,559.3,430.0,455.5,499.0,600.0,DF
2022,211XXXXXX403,565.4,402.2,511.3,418.7,600.0,DF
2022,211XXXXXX977,395.4,462.6,458.7,516.2,600.0,DF
2022,211XXXXXX977,395.4,462.6,458.7,516.2,600.0,DF
2022,211XXXXXX902,623.4,530.4,552.5,532.9,600.0,DF
2022,211XXXXXX403,565.4,402.2,511.3,418.7,600.0,DF
2022,211XXXXXX337,437.8,510.8,507.3,461.9,600.0,DF
2022,211XXXXXX635,572.5,462.9,562.1,515.8,600.0,DF
2022,211XXXXXX078,506.7,404.9,414.3,576.4,600.0,DF
2022,211XXXXXX337,437.8,510.8,507.3,461.9,600.0,DF
2022,211XXXXXX544,466.3,422.5,407.3,471.3,600.0,DF
2022,211XXXXXX718,541.9,493.9,501.3,475.8,600.0,DF
2022,211XXXXXX281,589.9,551.7,558.4,592.1,600.0,DF
2022,211XXXXXX610,475.4,509.0,567.1,549.5,600.0,DF
2022,211XXXXXX026,674.6,603.4,599.8,652.9,600.0,DF
2022,211XXXXXX372,465.8,526.2,395.0,527.9,600.0,DF
2022,211XXXXXX897,597.2,481.8,619.6,555.3,600.0,DF
2022,211XXXXXX575,512.5,535.1,493.6,484.1,600.0,DF
2022,211XXXXXX356,603.7,402.5,530.8,498.4,600.0,DF
2022,211XXXXXX118,412.5,434.1,445.5,495.7,600.0,DF
2022,211XXXXXX320,505.2,489.0,502.5,589.9,600.0,DF
2022,211XXXXXX188,559.3,430.0,455.5,499.0,600.0,DF
2022,211XXXXXX069,568.3,474.0,478.8,588.9,600.0,DF
2022,211XXXXXX188,559.3,430.0,455.5,499.0,600.0,DF
2022,211XXXXXX218,457.7,435.1,510.8,439.8,600.0,DF
2022,211XXXXXX805,552.2,500.0,591.3,544.9,600.0,DF
2022,211XXXXXX897,597.2,481.8,619.6,555.3,600.0,DF
2022,211XXXXXX575,512.5,535.1,493.6,484.1,600.0,DF
2022,211XXXXXX069,568.3,474.0,478.8,588.9,600.0,DF
2022,211XXXXXX749,521.8,494.1,505.5,505.7,600.0,DF
2022,211XXXXXX837,577.0,436.4,450.3,589.4,600.0,DF
2022,211XXXXXX320,505.2,489.0,502.5,589.9,600.0,DF
2022,211XXXXXX718,541.9,493.9,501.3,475.8,600.0,DF
2022,211XXXXXX398,568.5,513.8,553.0,693.9,600.0,DF
2022,211XXXXXX281,589.9,551.7,558.4,592.1,600.0,DF
2022,211XXXXXX078,506.7,404.9,414.3,576.4,600.0,DF
2022,211XXXXXX372,465.8,526.2,395.0,527.9,600.0,DF
2022,211XXXXXX837,479.3,403.7,460.5,435.7,600.0,DF
2022,211XXXXXX281,563.2,459.4,488.8,502.2,600.0,DF
2022,211XXXXXX644,613.1,568.2,524.4,626.2,600.0,DF
2022,211XXXXXX024,600.1,536.0,565.9,493.7,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,211XXXXXX280,508.8,504.6,456.2,433.3,600.0,DF
2022,215XXXXXX141,676.2,640.3,570.4,762.1,600.0,DF
2022,211XXXXXX306,580.9,584.5,461.5,630.7,600.0,DF
2022,211XXXXXX358,500.8,445.0,508.5,504.8,600.0,DF
2022,211XXXXXX024,600.1,536.0,565.9,493.7,600.0,DF
2022,211XXXXXX049,464.4,347.7,550.2,543.7,600.0,DF
2022,211XXXXXX700,487.3,528.0,574.7,545.0,600.0,DF
2022,211XXXXXX559,575.1,561.2,525.9,551.4,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,215XXXXXX179,539.2,508.7,640.4,505.8,600.0,DF
2022,211XXXXXX752,402.7,394.5,487.8,550.6,600.0,DF
2022,211XXXXXX618,550.0,354.9,505.6,383.7,600.0,DF
2022,211XXXXXX752,402.7,394.5,487.8,550.6,600.0,DF
2022,211XXXXXX306,580.9,584.5,461.5,630.7,600.0,DF
2022,211XXXXXX618,550.0,354.9,505.6,383.7,600.0,DF
2022,211XXXXXX281,563.2,459.4,488.8,502.2,600.0,DF
2022,211XXXXXX748,430.7,389.4,385.3,507.1,600.0,DF
2022,211XXXXXX248,512.8,379.3,562.7,563.0,600.0,DF
2022,211XXXXXX328,631.4,564.3,607.1,599.9,600.0,DF
2022,211XXXXXX300,488.6,447.1,408.9,483.9,600.0,DF
2022,211XXXXXX747,524.1,367.3,493.3,396.1,600.0,DF
2022,211XXXXXX313,566.1,528.9,538.2,427.1,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,211XXXXXX358,500.8,445.0,508.5,504.8,600.0,DF
2022,211XXXXXX085,414.7,451.8,338.9,361.8,600.0,DF
2022,211XXXXXX280,508.8,504.6,456.2,433.3,600.0,DF
2022,211XXXXXX445,616.4,498.3,543.8,637.9,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,211XXXXXX178,515.9,493.0,398.7,362.9,600.0,DF
2022,211XXXXXX281,563.2,459.4,488.8,502.2,600.0,DF
2022,211XXXXXX396,511.3,412.9,479.7,473.5,600.0,DF
2022,211XXXXXX482,505.9,502.5,400.0,514.2,600.0,DF
2022,211XXXXXX548,550.3,517.0,451.5,583.5,600.0,DF
2022,211XXXXXX189,461.3,496.2,485.4,627.9,600.0,DF
2022,211XXXXXX197,450.4,436.7,485.1,548.9,600.0,DF
2022,211XXXXXX588,627.2,480.7,593.2,602.0,600.0,DF
2022,215XXXXXX521,693.6,549.1,636.9,533.4,600.0,DF
2022,215XXXXXX758,482.1,432.9,431.1,567.3,600.0,DF
2022,211XXXXXX154,358.6,504.5,421.2,431.8,600.0,DF
2022,211XXXXXX278,478.8,522.7,461.6,637.5,600.0,DF
2022,211XXXXXX748,430.7,389.4,385.3,507.1,600.0,DF
2022,211XXXXXX335,517.5,428.9,522.7,642.7,600.0,DF
2022,211XXXXXX977,552.4,540.3,489.5,486.6,600.0,DF
2022,211XXXXXX545,425.4,355.5,487.6,464.2,600.0,DF
2022,211XXXXXX748,430.7,389.4,385.3,507.1,600.0,DF
2022,211XXXXXX345,599.6,587.1,623.4,655.8,600.0,DF
2022,211XXXXXX845,532.7,388.4,508.6,442.4,600.0,DF
2022,211XXXXXX197,450.4,436.7,485.1,548.9,600.0,DF
2022,211XXXXXX356,656.7,678.8,654.8,702.3,600.0,DF
2022,211XXXXXX314,544.6,407.0,480.2,416.6,600.0,DF
2022,211XXXXXX313,709.9,685.6,610.8,807.8,600.0,DF
2022,211XXXXXX085,414.7,451.8,338.9,361.8,600.0,DF
2022,211XXXXXX548,550.3,517.0,451.5,583.5,600.0,DF
2022,211XXXXXX966,610.3,583.5,590.9,488.6,600.0,DF
2022,215XXXXXX982,353.8,360.9,533.9,393.4,600.0,DF
2022,211XXXXXX281,563.2,459.4,488.8,502.2,600.0,DF
2022,211XXXXXX769,529.4,504.0,403.2,671.5,600.0,DF
2022,215XXXXXX141,676.2,640.3,570.4,762.1,600.0,DF
2022,211XXXXXX445,616.4,498.3,543.8,637.9,600.0,DF
2022,211XXXXXX189,461.3,496.2,485.4,627.9,600.0,DF
2022,211XXXXXX300,488.6,447.1,408.9,483.9,600.0,DF
2022,215XXXXXX758,482.1,432.9,431.1,567.3,600.0,DF
2022,211XXXXXX205,483.8,393.8,465.0,433.6,600.0,DF
2022,211XXXXXX747,524.1,367.3,493.3,396.1,600.0,DF
2022,211XXXXXX166,482.6,482.1,449.1,412.1,600.0,DF
2022,211XXXXXX937,488.0,363.2,465.7,444.1,600.0,DF
2022,211XXXXXX154,358.6,504.5,421.2,431.8,600.0,DF
2022,211XXXXXX670,550.2,455.8,505.9,428.4,600.0,DF
2022,211XXXXXX090,540.1,520.5,450.8,451.6,600.0,DF
2022,211XXXXXX335,517.5,428.9,522.7,642.7,600.0,DF
2022,211XXXXXX300,615.2,583.9,563.5,618.2,600.0,DF
2022,211XXXXXX025,563.4,475.6,525.8,450.4,600.0,DF
2022,211XXXXXX045,426.4,488.7,442.2,498.7,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,215XXXXXX521,693.6,549.1,636.9,533.4,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,211XXXXXX845,532.7,388.4,508.6,442.4,600.0,DF
2022,211XXXXXX396,511.3,412.9,479.7,473.5,600.0,DF
2022,211XXXXXX700,487.3,528.0,574.7,545.0,600.0,DF
2022,211XXXXXX339,495.3,538.8,428.3,413.5,600.0,DF
2022,211XXXXXX325,345.0,371.5,526.5,507.6,600.0,DF
2022,211XXXXXX212,420.1,480.8,559.2,598.3,600.0,DF
2022,211XXXXXX178,515.9,493.0,398.7,362.9,600.0,DF
2022,211XXXXXX853,340.4,398.5,366.8,412.2,600.0,DF
2022,211XXXXXX606,466.6,357.2,383.9,477.3,600.0,DF
2022,211XXXXXX876,581.5,569.8,513.2,495.8,600.0,DF
2022,211XXXXXX212,420.1,480.8,559.2,598.3,600.0,DF
2022,211XXXXXX429,557.7,432.8,494.9,462.3,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,211XXXXXX863,516.3,410.2,530.8,472.9,600.0,DF
2022,211XXXXXX343,509.2,498.3,529.3,480.4,600.0,DF
2022,211XXXXXX620,507.3,402.6,521.9,460.3,600.0,DF
2022,211XXXXXX314,544.6,407.0,480.2,416.6,600.0,DF
2022,211XXXXXX863,516.3,410.2,530.8,472.9,600.0,DF
2022,211XXXXXX762,663.3,574.6,575.1,551.3,600.0,DF
2022,211XXXXXX559,575.1,561.2,525.9,551.4,600.0,DF
2022,211XXXXXX410,644.2,576.3,508.9,620.0,600.0,DF
2022,211XXXXXX769,529.4,504.0,403.2,671.5,600.0,DF
2022,211XXXXXX927,541.1,497.6,480.1,415.2,600.0,DF
2022,211XXXXXX043,513.0,433.4,509.8,606.1,600.0,DF
2022,211XXXXXX952,449.9,463.4,580.7,573.1,600.0,DF
2022,211XXXXXX977,552.4,540.3,489.5,486.6,600.0,DF
2022,211XXXXXX027,418.4,397.0,377.5,479.7,600.0,DF
2022,211XXXXXX718,541.9,493.9,501.3,475.8,600.0,DF
2022,211XXXXXX913,601.5,574.8,563.5,683.2,600.0,DF
2022,211XXXXXX606,466.6,357.2,383.9,477.3,600.0,DF
2022,211XXXXXX635,572.5,462.9,562.1,515.8,600.0,DF
2022,211XXXXXX530,569.4,426.4,502.5,401.3,600.0,DF
2022,211XXXXXX578,582.8,594.6,592.5,536.1,600.0,DF
2022,211XXXXXX078,506.7,404.9,414.3,576.4,600.0,DF
2022,211XXXXXX140,571.4,594.7,559.8,611.5,600.0,DF
2022,211XXXXXX085,414.7,451.8,338.9,361.8,600.0,DF
2022,215XXXXXX758,482.1,432.9,431.1,567.3,600.0,DF
2022,211XXXXXX212,420.1,480.8,559.2,598.3,600.0,DF
2022,211XXXXXX031,541.2,430.8,400.7,415.0,600.0,DF
2022,211XXXXXX027,418.4,397.0,377.5,479.7,600.0,DF
2022,211XXXXXX635,572.5,462.9,562.1,515.8,600.0,DF
2022,211XXXXXX620,507.3,402.6,521.9,460.3,600.0,DF
2022,211XXXXXX930,515.1,427.6,452.9,512.1,600.0,DF
2022,211XXXXXX396,511.3,412.9,479.7,473.5,600.0,DF
2022,211XXXXXX045,426.4,488.7,442.2,498.7,600.0,DF
2022,211XXXXXX750,397.1,398.3,474.5,602.4,600.0,DF
2022,211XXXXXX345,639.7,615.1,620.2,745.6,600.0,DF
2022,211XXXXXX236,361.4,407.4,481.7,486.0,600.0,DF
2022,211XXXXXX390,376.0,495.7,467.3,433.9,600.0,DF
2022,211XXXXXX952,449.9,463.4,580.7,573.1,600.0,DF
2022,211XXXXXX769,529.4,504.0,403.2,671.5,600.0,DF
2022,211XXXXXX853,340.4,398.5,366.8,412.2,600.0,DF
2022,211XXXXXX944,507.5,484.8,417.5,395.1,600.0,DF
2022,211XXXXXX140,551.9,484.5,542.0,415.9,600.0,DF
2022,211XXXXXX424,574.8,595.3,588.1,637.7,600.0,DF
2022,211XXXXXX927,541.1,497.6,480.1,415.2,600.0,DF
2022,211XXXXXX983,530.8,447.0,496.1,460.7,600.0,DF
2022,211XXXXXX663,493.2,417.3,468.2,528.0,600.0,DF
2022,211XXXXXX528,595.3,534.8,529.1,663.5,600.0,DF
2022,211XXXXXX485,419.7,446.3,408.9,504.5,600.0,DF
2022,211XXXXXX189,461.3,496.2,485.4,627.9,600.0,DF
2022,211XXXXXX212,656.0,616.8,602.0,431.1,600.0,DF
2022,211XXXXXX913,601.5,574.8,563.5,683.2,600.0,DF
2022,215XXXXXX878,395.6,479.1,536.5,623.5,600.0,DF
2022,211XXXXXX181,580.9,561.1,517.6,536.1,600.0,DF
2022,215XXXXXX141,676.2,640.3,570.4,762.1,600.0,DF
2022,211XXXXXX343,509.2,498.3,529.3,480.4,600.0,DF
2022,211XXXXXX310,415.8,349.7,441.3,526.6,600.0,DF
2022,211XXXXXX779,502.0,483.7,498.5,611.4,600.0,DF
2022,211XXXXXX654,381.2,453.3,446.5,430.9,600.0,DF
2022,211XXXXXX890,444.4,532.4,498.1,571.0,600.0,DF
2022,211XXXXXX236,544.9,409.9,474.9,532.2,600.0,DF
2022,211XXXXXX403,565.4,402.2,511.3,418.7,600.0,DF
2022,211XXXXXX862,369.9,442.3,392.0,470.9,600.0,DF
2022,211XXXXXX178,515.9,493.0,398.7,362.9,600.0,DF
2022,211XXXXXX334,708.8,547.8,622.3,612.0,600.0,DF
2022,211XXXXXX755,731.2,678.1,671.0,738.1,600.0,DF
2022,211XXXXXX043,513.0,433.4,509.8,606.1,600.0,DF
2022,211XXXXXX204,518.3,464.1,513.6,526.8,600.0,DF
2022,211XXXXXX821,521.3,464.6,491.7,464.5,600.0,DF
2022,211XXXXXX060,430.6,453.1,388.8,462.4,600.0,DF
2022,215XXXXXX179,539.2,508.7,640.4,505.8,600.0,DF
2022,211XXXXXX876,581.5,569.8,513.2,495.8,600.0,DF
2022,211XXXXXX834,332.1,480.0,450.2,354.5,600.0,DF
2022,211XXXXXX442,593.4,630.8,622.9,608.4,600.0,DF
2022,211XXXXXX834,332.1,480.0,450.2,354.5,600.0,DF
2022,211XXXXXX701,351.1,451.1,344.1,426.9,600.0,DF
2022,211XXXXXX701,351.1,451.1,344.1,426.9,600.0,DF
2022,211XXXXXX442,593.4,630.8,622.9,608.4,600.0,DF
2022,211XXXXXX745,517.3,413.4,341.1,447.5,600.0,DF
2022,211XXXXXX336,445.5,466.6,553.0,492.6,600.0,DF
2022,211XXXXXX404,363.5,587.2,606.7,681.2,600.0,DF
2022,211XXXXXX297,540.2,439.8,520.2,394.9,600.0,DF
2022,211XXXXXX297,540.2,439.8,520.2,394.9,600.0,DF
2022,211XXXXXX297,540.2,439.8,520.2,394.9,600.0,DF
2022,211XXXXXX329,530.3,434.7,555.2,442.2,600.0,DF
2022,211XXXXXX496,530.2,485.1,478.2,389.4,600.0,DF
2022,211XXXXXX028,564.5,491.0,509.2,522.0,600.0,DF
2022,211XXXXXX440,393.1,459.8,372.8,382.5,600.0,DF
2022,211XXXXXX500,493.5,401.1,410.5,657.1,600.0,DF
2022,211XXXXXX998,411.3,420.8,362.5,455.2,600.0,DF
2022,211XXXXXX229,444.5,352.9,374.2,413.0,600.0,DF
